ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
1411,Number of Ways to Paint N × 3 Grid,61.1%,Hard,0.20425899015275967, https://leetcode.com/problems/number-of-ways-to-paint-n-3-grid
1223,Dice Roll Simulation,45.6%,Medium,0.10212949507637983, https://leetcode.com/problems/dice-roll-simulation
