ID,Title,Acceptance,Difficulty,Frequency,Leetcode Question Link
346,Moving Average from Data Stream,70.9%,Easy,0.019707237852649603, https://leetcode.com/problems/moving-average-from-data-stream
221,Maximal Square,37.7%,Medium,0.00988638798855515, https://leetcode.com/problems/maximal-square
380,Insert Delete GetRandom O(1),47.5%,Medium,0.009820849864094454, https://leetcode.com/problems/insert-delete-getrandom-o1
