609,Find Duplicate File in System,59.5%,Medium,0.8145843292245993, https://leetcode.com/problems/find-duplicate-file-in-system
289,Game of Life,54.5%,Medium,0.42762246371793416, https://leetcode.com/problems/game-of-life
146,LRU Cache,33.2%,Medium,0.040660598211268925, https://leetcode.com/problems/lru-cache
