348,Design Tic-Tac-Toe,54.3%,Medium,0.012672305978993447, https://leetcode.com/problems/design-tic-tac-toe
230,Kth Smallest Element in a BST,60.2%,Medium,0.0063361529894967236, https://leetcode.com/problems/kth-smallest-element-in-a-bst
