1190,Reverse Substrings Between Each Pair of Parentheses,61.5%,Medium,0.02893359683550678, https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses
301,Remove Invalid Parentheses,43.3%,Hard,0.01446679841775339, https://leetcode.com/problems/remove-invalid-parentheses
